Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY,TOTAL_FLR_SQFT_PER_LOT_AREA
46,120,RL,61.0,7658,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,1296,GasA,Ex,Y,SBrkr,0,1752,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,0,0,0,0,No,No,No,0,WD,Normal,319900,41.8568990729127,9.055385138137417,1752,2010-02-01,3986,288,0.2287803604074171
47,50,RL,48.0,12822,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,GasA,Ex,Y,SBrkr,0,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,0,0,198,0,No,No,No,0,WD,Abnorml,239686,37.86819245752297,6.557438524302,2149,2009-08-01,4170,335,0.16760255810326002
48,20,FV,84.0,11096,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,GasA,Ex,Y,SBrkr,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,249700,40.69397989875161,12.083045973594572,1656,2007-07-01,4932,275,0.14924297043979812
49,190,RM,33.0,4456,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,GasA,Gd,Y,SBrkr,0,1452,0,0,2,0,2,3,TA,8,Typ,0,No,No,1978.0,No,0,0,No,No,N,0,102,0,0,0,No,No,No,0,New,Partial,113000,27.129319932501073,0.0,1452,2009-06-01,4231,0,0.3258527827648115
50,20,RL,66.0,7742,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,GasA,Ex,Y,SBrkr,0,955,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,127000,30.903074280724887,0.0,955,2007-01-01,5113,386,0.12335313872384397
51,60,RL,70.04995836802665,13869,Pave,No,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,GasA,Gd,Y,SBrkr,0,1470,0,1,2,0,3,1,TA,6,Typ,0,No,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,177000,28.178005607210743,8.660254037844387,1470,2007-07-01,4932,194,0.10599178022928835
52,50,RM,52.0,6240,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,GasA,TA,Y,SBrkr,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,No,MnPrv,Shed,400,WD,Normal,114500,28.5657137141714,0.0,816,2006-09-01,5235,264,0.13076923076923078
53,90,RM,110.0,8472,Grvl,No,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,GasA,TA,N,SBrkr,0,816,1,0,1,0,2,1,TA,5,Typ,0,No,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,No,No,No,0,WD,Normal,110000,28.5657137141714,0.0,816,2010-05-01,3897,258,0.09631728045325778
54,20,RL,68.0,50271,Pave,No,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,GasA,Gd,Y,SBrkr,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,0,0,0,0,No,No,No,0,WD,Normal,385000,42.91852746774987,8.48528137423857,1842,2006-11-01,5174,298,0.036641403592528494
55,80,RL,60.0,7134,Pave,No,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,GasA,TA,Y,SBrkr,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,130000,19.595917942265423,7.0710678118654755,1360,2007-02-01,5082,286,0.1906363891225119
56,20,RL,100.0,10175,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,GasA,Gd,Y,SBrkr,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,407,0,0,No,No,No,0,WD,Normal,180500,37.749172176353746,0.0,1425,2008-07-01,4566,288,0.14004914004914004
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,GasA,Ex,Y,SBrkr,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,No,No,No,0,WD,Abnorml,172500,31.144823004794873,0.0,1739,2009-08-01,4170,240,0.6574669187145558
58,60,RL,89.0,11645,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,GasA,Ex,Y,SBrkr,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,196500,29.32575659723036,8.366600265340756,1720,2006-08-01,5266,282,0.1477028767711464
59,60,RL,66.0,13682,Pave,No,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,GasA,Ex,Y,SBrkr,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,37,0,0,0,No,No,No,0,New,Partial,438780,37.54996671103717,0.0,2945,2006-10-01,5205,213,0.21524630901914923
60,20,RL,60.0,7200,Pave,No,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,GasA,Ex,Y,SBrkr,0,780,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,No,MnPrv,No,0,WD,Normal,124900,27.92848008753788,0.0,780,2008-01-01,4748,352,0.10833333333333334
61,20,RL,63.0,13072,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,GasA,Ex,Y,SBrkr,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,No,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,No,No,No,0,New,Partial,158000,34.02939905434711,7.0710678118654755,1158,2006-05-01,5358,288,0.08858629130966952
62,75,RM,60.0,7200,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,GasA,TA,N,SBrkr,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,No,Detchd,1935.0,Unf,1,288,TA,TA,N,0,144,0,0,0,No,No,No,0,WD,Normal,101000,23.021728866442675,0.0,1111,2007-03-01,5054,288,0.15430555555555556
63,120,RL,44.0,6442,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,GasA,Ex,Y,SBrkr,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,0,0,0,0,No,No,No,0,WD,Normal,202500,37.013511046643494,7.0,1370,2007-10-01,4840,242,0.21266687364172618
64,70,RM,50.0,10300,Pave,No,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,0,1710,0,0,2,0,3,1,TA,9,Typ,0,No,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,64,0,0,0,No,GdPrv,No,0,WD,Normal,140000,24.0,3.3166247903554,1710,2010-04-01,3927,240,0.16601941747572815
65,60,RL,70.04995836802665,9375,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,GasA,Ex,Y,SBrkr,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,No,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,0,0,0,0,No,GdPrv,No,0,WD,Normal,219500,32.51153641401772,6.0,2034,2009-02-01,4351,322,0.21696
66,60,RL,76.0,9591,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,GasA,Ex,Y,SBrkr,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,0,0,0,0,No,No,No,0,WD,Normal,317000,33.80828300875393,12.288205727444508,2473,2007-10-01,4840,284,0.2578458971952872
67,20,RL,70.04995836802665,19900,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,GasA,TA,Y,SBrkr,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,No,No,No,0,WD,Normal,180000,44.12482294582042,0.0,2207,2010-07-01,3836,288,0.11090452261306533
68,20,RL,72.0,10665,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,GasA,Ex,Y,SBrkr,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,226000,38.118237105091836,5.385164807134504,1479,2007-06-01,4962,279,0.13867791842475385
69,30,RM,47.0,4608,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,GasA,TA,Y,SBrkr,0,747,0,0,1,0,2,1,TA,4,Typ,0,No,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,80000,27.331300737432898,0.0,747,2010-06-01,3866,220,0.162109375
70,50,RL,81.0,15593,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,GasW,TA,Y,SBrkr,0,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,114,0,0,0,No,No,No,0,WD,Normal,225000,36.11094017053558,4.58257569495584,2287,2006-07-01,5297,333,0.14666837683575965
71,20,RL,95.0,13651,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,GasA,Ex,Y,SBrkr,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,No,No,No,0,WD,Normal,244000,47.148700936505136,0.0,2223,2007-02-01,5082,258,0.16284521280492273
72,20,RL,69.0,7599,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,GasA,TA,Y,SBrkr,0,845,1,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,129500,29.068883707497267,0.0,845,2007-06-01,4962,180,0.11119884195288854
73,60,RL,74.0,10141,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,GasA,Gd,Y,SBrkr,0,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,0,0,291,0,No,No,No,0,WD,Normal,185000,28.844410203711913,9.695359714832659,1718,2009-12-01,4048,213,0.16941130066068436
74,20,RL,85.0,10200,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,GasA,Gd,Y,SBrkr,0,1086,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,No,GdWo,No,0,WD,Normal,144900,32.95451410656816,0.0,1086,2010-05-01,3897,245,0.10647058823529412
75,50,RM,60.0,5790,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,GasA,Gd,N,SBrkr,0,1605,0,0,2,0,3,2,TA,8,Typ,0,No,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,202,0,0,0,No,No,No,0,WD,Normal,107400,28.982753492378876,0.0,1605,2010-05-01,3897,379,0.2772020725388601
76,180,RM,21.0,1596,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,GasA,TA,Y,SBrkr,0,988,1,0,1,0,2,1,TA,5,Typ,0,No,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,0,0,0,0,No,GdWo,No,0,WD,Normal,91000,21.494185260204677,10.04987562112089,988,2009-11-01,4078,297,0.6190476190476191
77,20,RL,70.04995836802665,8475,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,GasA,Ex,Y,FuseA,0,952,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,135750,30.854497241083024,0.0,952,2008-04-01,4657,283,0.11233038348082595
78,50,RM,50.0,8635,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,GasA,TA,Y,SBrkr,0,1285,1,0,1,0,2,1,TA,6,Min1,0,No,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,127000,25.92296279363144,0.0,1285,2008-01-01,4748,240,0.14881297046902142
79,90,RL,72.0,10778,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,GasA,TA,N,SBrkr,0,1768,0,0,2,0,4,2,TA,8,Typ,0,No,No,1978.0,No,0,0,No,No,Y,0,0,0,0,0,No,No,No,0,WD,Normal,136500,42.04759208325728,0.0,1768,2010-04-01,3927,0,0.1640378548895899
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,GasA,Gd,Y,SBrkr,0,1230,0,0,1,1,2,1,TA,5,Typ,0,No,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,128,0,0,0,No,MnPrv,No,0,WD,Normal,110000,20.97617696340303,0.0,1230,2009-05-01,4262,220,0.11781609195402298
81,60,RL,100.0,13000,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,GasA,TA,Y,SBrkr,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,0,0,252,0,No,No,No,0,WD,Normal,193500,29.93325909419153,8.48528137423857,2142,2009-06-01,4231,509,0.16476923076923078
82,120,RM,32.0,4500,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,GasA,Ex,Y,SBrkr,0,1337,1,0,2,0,2,1,TA,5,Typ,0,No,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,153500,35.17101079013795,14.106735979665885,1337,2006-03-01,5419,202,0.2971111111111111
83,20,RL,78.0,10206,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,GasA,Ex,Y,SBrkr,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,245000,39.534794801541594,9.9498743710662,1563,2008-10-01,4474,252,0.15314520870076426
84,20,RL,80.0,8892,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,GasA,Gd,Y,SBrkr,0,1065,0,0,1,1,3,1,TA,6,Typ,0,No,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,No,No,No,0,COD,Normal,126500,32.63433774416144,0.0,1065,2007-07-01,4932,230,0.11977058029689609
85,80,RL,70.04995836802665,8530,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,GasA,Gd,Y,SBrkr,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,0,0,0,0,No,No,Shed,700,WD,Normal,168500,19.595917942265423,8.48528137423857,1474,2009-05-01,4262,200,0.17280187573270808
86,60,RL,121.0,16059,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,GasA,Ex,Y,SBrkr,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,0,0,0,0,No,No,No,0,WD,Normal,260000,35.888716889852724,9.055385138137417,2417,2006-04-01,5388,231,0.15050750358054674
87,60,RL,122.0,11911,Pave,No,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,GasA,Ex,Y,SBrkr,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,0,0,0,0,No,No,No,0,WD,Normal,174000,26.153393661244042,6.164414002968976,1560,2009-03-01,4323,200,0.13097137100159517
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,GasA,Ex,Y,SBrkr,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,No,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,0,0,0,0,No,No,No,0,New,Partial,164500,24.73863375370596,15.297058540778355,1224,2009-06-01,4231,264,0.3097949886104784
89,50,C (all),105.0,8470,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,GasA,TA,N,SBrkr,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,No,No,1978.0,No,0,0,No,No,N,0,156,0,0,0,No,MnPrv,No,0,ConLD,Abnorml,85000,31.827660925679098,0.0,1013,2009-10-01,4109,0,0.11959858323494688
90,20,RL,60.0,8070,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,GasA,Ex,Y,SBrkr,0,990,1,0,1,0,3,1,TA,5,Typ,0,No,No,1978.0,No,0,0,No,No,Y,0,0,0,0,0,No,No,No,0,WD,Normal,123600,31.464265445104548,0.0,990,2007-08-01,4901,0,0.12267657992565056
91,20,RL,60.0,7200,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,No,No,No,No,0,No,0,0,GasA,TA,Y,FuseA,0,1040,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,109900,0.0,5.385164807134504,1040,2006-07-01,5297,210,0.14444444444444443
92,20,RL,85.0,8500,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,GasA,TA,Y,SBrkr,0,1235,0,0,1,0,2,1,TA,6,Typ,0,No,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,No,GdWo,No,0,WD,Abnorml,98600,35.14256678161116,0.0,1235,2006-12-01,5144,240,0.14529411764705882
